id,views,comments
n0cv1SQd7Ak,5,1863
gBIiSUZTbXo,1,12330
4bGomz-6U6I,0,1928
4E7u2Pigjhk,6,2067
AzkpI6gucRo,2,3008
ElyGfuhEUsU,3,3734
8S5zKJOgrpM,0,8226
SLPrwhCbnXo,2,3286
sRQjMf9N7H4,0,1789
q5RARLZMXso,2,1592
8G3AoWRzNzg,0,1632
b2Pmrca9ypM,16,11935
FnQq8w8yC1A,0,2380
VN1ANcg737w,0,1779
FOWtE4tfNf8,0,1916
ZqMUTKf2xkE,1,1073
C1aPqmufDN0,12,95496
XBwItsnRSrg,3,3273
yQbGgJNBhns,1,1128
uaZkEBySD08,0,3477
bvpcXPRLUhc,3,60769
v-Diast2bXc,6,14464
73AFK6wBFFw,0,1192
5zAkEXHGYp8,0,5486
0qdPCdAjigY,4,123954
O3dG8BjCjvU,0,3654
lwfvwOOmXqI,3,10366
3vahSEmr5Ko,0,2241
epy3Ebp2rEY,0,1848
8Fjt0KvT7CE,0,2962
cRObPGJ3BLQ,2,3209
zERMk_g5ans,2,3332
GV4WQvKNthI,1,4314
aYEW28tvuvY,3,10885
rIlS0Dc-dmA,3,20778
GsHzrpRYtaw,0,3283
16m00r8dO7I,37,44480
QVXOi1mNqIQ,20,10686
PbRp5id44UI,1911,39769
w_zLDl2K6ZA,0,1236
uRM_7g3aXM0,0,1751
1CU6EAxTlp0,2,4155
EZFn0h3G_-g,0,1316
gjepzNZ3ylo,18,21572
EJGFU4t6s1c,22,16489
z-ENoqmaWZ4,1,1061
OFiRxl4lv9w,0,1821
ZZlwD4-3F-k,99,718408
B70vcJzCrg8,0,1211
x9uBPGuR1MU,3,4024
2W1WkeApDWc,0,1379
B8D5Dl_cpug,2,6244
23o5KLH-seE,0,4715
_anpftxzG9s,1,8417
gnVM2sluI6w,6,22833
jz5zez0iCy8,1,5406
jAaJZnFelTs,2,3418
aOi-pUN4-F4,0,1314
NqqS2w8Py1g,2,4203
HGdja6wAz40,0,2259
ZNASxRiwNSU,18,46637
mkCiE_Dxmqo,0,4595
lqo2bADyo1s,4,3725
vydraBH8AbI,1,6954
2MgkeyHZ8Cw,2,12731
dCNUua7LmcQ,4,130468
5ODaeAKkJkY,20,17125
EyAeJ6WwveU,0,2891
JFudZZfQykY,0,1978
SEw6U8dez0g,5,1503
D9g8PxYle-0,42,160019
qrRO79TvZJU,40,99230
gaC8MgPJFGo,4,18137
FIUkAoyPcjU,22,44104
DYdHnrcJXHI,0,1155
DHvEOMAgvtI,12,27304
ANztWeteduI,7,13054
sqwOLIRK4xo,1,1151
z5MaR6ctqno,3,9327
lGfvsseQ_sU,82,168192
DeAONm7m1EU,19,3694
cE_8rMnAnKo,0,2742
amUmzBmp_m8,0,5085
yOJfpIGKqkU,2,5463
PgJc0AAPCS4,1,7637
knFqWAqBP10,0,1142
iib7q7UA2qY,21,12538
pQBOjL_TQWU,3,4000
Zu9ysblKvSY,0,1133
kj_9xd8hoGc,1,1565
GYFDTqX3cPw,0,2012
uyC_8rPMSC0,8,35000
O4Ic0-wm17k,6,33216
jnbWYrVplZw,0,6962
E2BmLQUDYqM,4,2171
X52Hmc-lni0,2,1332
UhpI11E_JaY,2,2064
RHCpkFFtc8g,0,2006
mB0pb2Pvtq4,32,76680
kDAnicZJ7P0,0,3181
iv5RhcgYlbs,0,1581
vjWTkWMVWro,2,1260
aSlOpWSjd5E,0,1467
Xy3mvD5mGnY,0,3270
7nz37yyqE30,1,1645
QezmDUo4kMc,1,2342
aHWydSJRp9M,1,5913
vixv7B1kCgw,5,2708
KN2UNrmj8PU,0,3868
rNpXfoPBfHU,6,9152
4BTl8Vaqz40,18,32343
6afE0Jml5NM,2,2101
UcK1sdCYJ4U,0,1468
K1CQD-qCHRE,0,47017
iOpoqZWkFkM,0,2331
RtYkkTx9hok,0,1936
CvSzUgs8x0E,1,3872
W7t6tqV6e38,37,51317
9eVoswbLTOc,3,12671
hirXEZQvySk,0,3257
847VR1VIDOg,0,3135
lkacDO7pQb0,4,15048
aYEUXMSbibM,0,2005
CHwdEfpb5_c,0,1447
JhIFykfDam0,2,18490
HGXyKzGfEZc,1,1394
nTDmJG14Ymw,0,1742
nQ9b5gnS_sc,1,1614
KmVNPJrmgQQ,3,2336
_yKaUk6q6JE,0,3434
aXgB3hR8C0A,0,3292
0U5GZvwbBLs,0,1617
M6pNhJoaPqY,0,4828
GOayjMnBrn4,10,50502
T1N_Nr7rwSQ,0,1930
vI5ECOvFokk,0,3283
nCKr_qUVSe4,0,6355
kWDLs9mVrlw,24,43556
g4cv6KgoyEo,25,3090
M3dZexprA0c,0,3154
8z0RgCz5Jo8,0,2067
6gh30fnuxI0,1,1892
DNz_OVuqTrU,8,2646
65kxXTBjuC4,119,104452
tJVuDWedVNI,1,4515
78qJPrsqyoA,2,8724
YsVRhBVdyxk,1,1477
F1NaswvIkJg,8,9876
hIPOjxa21-U,0,1398
EfeQi2lGWH4,0,1295
gDftvIOGB38,1,1743
UqMhmyLihqk,5,3818
MPcG4kjlg30,0,16391
iPlMQ4A6l6k,13,5067
3cbPap2aEOk,1,1635
H4nf9DVwJZI,61,134027
fuHlLC2RGjQ,0,1291
OHu7gRg1U6g,0,2078
aXPAato5g8o,14,12937
91rcihCVyHQ,1,1602
eOcDr-y1v9w,0,2373
CpIByRRoOgY,0,1552
UFazOmj3mbY,0,1511
CYD05Zayzgw,0,4069
60hFxNlwZJQ,20,5198
pp1cny8XGwc,5,11166
rrelwB7SptI,0,4034
bIk50ZbVfuY,3,2577
Kt-LifJGKGg,1,1423
kP2bLIUITs8,2,11271
qtrtdYHbDgs,2,1047
zgU0UqwsECo,3,2069
oJgCfXoGimE,0,8364
KsRkjUSqPE8,5,3750
Fg4GADCHT7o,1,1228
dzkqtE4az2k,0,3128
BcroVam8Y5U,0,40904
AynwGMrD92I,0,1671
d8HLyCRBf_I,1,5193
PF0JtWiVkFU,1,18783
Y4EbnKiC_l8,32,1259544
NwGhML1UWqc,4,8059
8bsMHijTgKQ,3,1173
Pmh3MX5FKw8,0,2090
JYlKCr9Plpo,0,1327
0HGISKX-jvo,2,7255
jnvLLWO14bA,0,1453242
B__k8NEfaC4,4,7094
oETxJUnMZWw,3,36166
XAuW0yBBnLA,0,4498
JSUngPLjctM,2,19841
4BVky7ZrKlQ,0,1876
qdjXxVcEQRg,0,1384
7FqwPn94uVI,0,12281
M0v58TD44Lw,8,4435
KPctCX28hos,0,1219
2bL1Puqqsic,1,2785
IQZz35NtJ5M,3,1174
0Vc8KgmBdFc,1,11412
Cbo6NQdtrhs,0,3037
y_OyxTUZc1g,1,2665
QVseuyIdcmE,4,2961
lDUq17mWeaE,2,4459
ZsoIDtGgM_c,0,1916
k9oJOn2j1LI,0,3304
jlD0ZIaoVhU,1,1589
lmtfylrFt3Q,13,98440
fK30MmExf8Y,0,20093
a61xt70iUW4,1,7122
UgCz29IfqNM,0,5313
4YZv-Z_r9G8,0,2206
4a8n9xPRv9c,0,2180
DsWoLUGMG4s,0,1824
c9m773gA-FM,1,15964
ENHvygKf97o,1,4554
kOvqdgkF2Tw,5,37614
RmuXepUq-U0,1,1371
MlAMWA43N8Y,22,17352
08xW9P-8wGs,0,25381
epJr0Rpb4uk,9,18589
HYGvzGLILmw,2,3520
NTlPy-6_t4c,1,1237
BPiBF8cC2UQ,1,2775
xHgdhNW7zyo,0,4332
srmAp7xXKyQ,45,154588
WqcFkX9y9s0,1,1439
KK3cxNvlV1A,1,4819
bOZ5JI13syU,2,22637
_cvUG4uQ7hE,10,15678
Vl0f3_npx1E,0,2038
eg_MQLcBxEk,0,2265
w3sg5yX82ag,5,20843
POWOaOBWS2Y,0,4314
NFFQ-lkJTSk,1,8659
6iyQv01A3ps,0,1563
rWiNbskw25Q,1,2378
2a1DIXI8N2c,0,1419
zoPbmph-buk,0,3204
8nPadP0l0WE,0,3520
R8ai6MJuh00,0,8007
cb5LTa4OGhY,9,16826
54Wa9v5fyfY,9,40296
fzMASQ-bk8A,0,1520
AZZzWhGmxP8,10,5927
gapI4izwxKE,0,3820
zHmVGE_6m_o,2,5974
dNUkJJVR3oI,24,103930
x0RiGQCR8sg,1,186574
VW3S7edE4z8,0,14428
Q1nYonexBKk,2,1344
Izs_8pYRXCM,0,8515
Z602uqYa-Hg,1,61882
0E6gm6jnuec,2,1502
iJbN-9r5e1w,6,11481
0huQDAjELl4,3,6119
bMryVVGE4Oc,3,3568
TTxmWQ105GM,27,90161
okrdpQWFk7U,4,2291
q1YYwjxGgqs,0,2468
sSqkNYWMCqA,0,1764
r0d2RdRGusQ,0,1377
TTc5PHsoq9E,36,50732
HKzNhfe-LSE,5,2333
8okqd2CPLqg,0,1632
50DV6SK-foU,2,1282
NWOpz3WxxTM,1,1654
Nhi6rDhiebM,4,87102
10GPEbLboAw,5,5956
uxCEGRFcThY,2,5606
upOk561nHw4,2,10663
mhMIaZ2vI1U,0,1721
n3-lRIV91Fc,51,42667
zUelm5uGNgA,5,23239
Uwf7eMurLPM,20,6600
vATrSFihLpg,2,2125
RjF6wRjf5Hc,2,33801
0gnRzbLVkPc,0,2546
CMkuWgfEBEE,0,3721
Vx6sE-B4Biw,9,14448
1kDdtRlX7dk,27,20207
1qoxyfddStI,15,5054
PQwCOu2_Snk,0,1239
MJH13IkXB7Y,3,22788
FeetVAgeW-k,3,55032
07lCYKalyIc,7,17736
qMezQ-woIDM,2,1273
RAsAe5fdrJQ,0,3706
9aJIM8AKg0w,3,18467
o0a7byO4xmg,4,16730
P6WEcuaTWQ4,0,3097
uJ6-jK99lo4,0,6825
ie6Scn4QKlo,0,1824
dYa9ioXH5qc,1,2433
ypXpjomuCh0,0,1821
pQ9ueXf6bSE,8,1765
ruiAU0dNvAE,3,1293
DFh7Jz26f28,3,2763
aj5BtzzP8mI,1,1472
dQww-6XxZws,0,1506
fsuDE9ZCtks,0,1735
_bLhQ1mSYfU,0,4810
LUBQpkam7i4,8,57657
ulwOXrNEOwc,27,10893
6yHkYFDo7JY,0,1353
04T9M4woEWU,2,7031
PWdD7Vf_N9Q,0,1124
Y9fP95P2jHo,3,8517
lGHTmncl_EI,7,8819
4rDeSd3Ni4w,0,3292
rOSt0P_9T8A,0,4277
Ew5eCMaJd0g,9,2423
dNuWQe2Tg4Q,4,6096
dqTJQrafxGw,0,12445
PEV027X18Lw,1,4810
WhCDY_tuj0o,0,1329
Xk6rXnChlA0,0,2035
Yec2acIslTo,0,1367
VkVauUoOgmM,3,11469
8vwAitiejRI,3,4441
o5w-pSANVws,17,3648
k80z8mtJd_Y,0,2144
b8fkSjNSfeQ,3,1749
zSgTPgxjYnA,5,2641
3-WmovihWFw,1,3572
eSM9i3yKwiU,2,3472
iWd5B9yw7l4,1,1339
rV6l3zh6iEs,0,1252
To2FSZ2dmwU,3,21325
wKTGQqoM7IM,0,1503
49DuIlYC_Xg,12,20752
NNmio72ePRE,0,1897
MQisFUkEW34,6,28941
GZb55wsMsuQ,8,1659
OaBWi_YP22k,1,4636
z5mHeLNtJWk,15,6735
HbpkvIfEETk,0,1299
r55qF_ioga8,4,3291
Z2C91GbJPPo,0,1449
DN3Iu1F0I_4,4,4272
ZB2Xs3n-mPw,1,2313
h-yYlBCHTS0,16,6849
8Wq3FVqobCo,19,134898
gZy9bokVyLo,2,6303
qBxI3TKqQ5w,0,1230
Qq6x8MGzID4,0,4480
hNUoVILrq30,0,1485
mFj5VZfbL58,0,1192
IM0c3svWJlM,17,18401
VL65yeTARxI,2,1626
Y9avftg61P8,0,1938
sV9KixOaHPA,0,4250
PDTdX8zOu_0,25,1317942
GoSyZX_Dj7E,39,240189
mMCr7bLIUEY,7,2766
hku2EjvKaQI,7,86152
4FeKV8K7r2A,2,1259
onsvww00jFY,3,4732
4FY56EG_w_w,0,1376
wOSPEWJ0HNY,2,1584
8j5cBWyqWKA,2,4276
VpxBIZrw-DU,0,29217
NJFqJuUqmVE,141,364294
U9ca38PLWJY,1,2386
P_rPBQHKbx0,0,3710
wpiXgm99Aig,1,5377
jv3dsV49tm0,25,8797
aohJhO__Qa8,1,2346
tg2RNda6WfA,4,7734
oO3Fi_DRs2k,2,1424
cM13LFNQfE4,1,19227
p-gxqPOEm3w,0,3949
Z8lJOhLlj4g,1,1434
Y8xpFT_Oaz4,7,8159
KMRlJoqvH30,1,1208
_4qE_3uGAC8,9,3038
7TaD8olP0zQ,0,2716
aijRALUnTGk,0,4520
IJdCXKm2EhM,11,2926
pD7iIpK4CeQ,1,3844
igOA7GR_R1I,36,14528
I31aci_ambk,4,1503
VrXcadkqH30,0,1118
sLyjXtB86Ps,0,6477
1aZM9NQFAlQ,1,6683
22sBa8FqgLk,1,2636
zYKZ2tWnzfw,27,6322
SZv6sndnXC4,1,23660
s9xKZ_CSuIk,4,237584
dnyiG323mvI,1,7394
za-z16VlEOg,1,4122
_LMkYFg5vIw,6,78916
hlFSFLw3MDs,2,5219
QJbmt-Y_B3c,1,2491
wXtEeQZW2CA,1,1809
QLEL8lhGvYA,0,2333
gsDMceZhdxI,0,1262
cUzrXkLob_k,5,6404
uMiQk8Flj10,13,102822
vTsEbfwtcB4,23,7481
S0B2kMQqkAU,0,3672
nWHNNg_UI7U,0,2133
7agTeayry_k,0,11191
UGqv3DxwemQ,0,1584
d8XNk-jfZxM,2,1968
434OELPkKps,1,5753
tMieR2oL0w4,5,16869
vu5j_fNGxdE,10,41763
kVf39cA9bn4,16,64338
js6dA6jAefE,27,50453
6uh8i0OdgVE,16,8618
sqgA65YtMHw,3,22466
UI2HZo8cdbc,0,1275
aA8Q1K_cASQ,0,1143
jO87RBuaL88,2,3394
e-mjmkKhutA,4,9322
7wyZ0LZ4lDA,0,2678
DYjLzmFyvUw,2,18036
aTUMGnusM4Q,2,3119
htDgVil3TQI,0,4647
tlwe1NDQ3Lo,0,1762
B2W0gqJpkck,1,7643
vjVh_kR5Dxc,1,1625
465wQT5qXAE,1,5863
b9JUdvg-Y2c,3,5123
BLtANAgKeDA,12,1147
5ZwTWcy1TGM,10,45186
7FZ_CweSd4c,4,4781
1sTHneqo5o4,0,1622
mwgmrtn08Fc,13,60431
gaBwQ1MD8Ms,2,4043
h6wO4MAU3qY,0,3760
5dSvczMDJlc,4,4583
tTG3eaYlnPE,5,233783
0S_KxVt0QSk,1,7847
EWl-eOJ4E6M,12,1771429
nhyeYB2MDX0,1,2121
pwk0fZqLbIc,1,1729
UKjSQpwW_nk,8,7900
xTg30Y7e5vY,0,2080
PMzSSL7qBZs,1,6234
RWIEPdGmiGU,3,21744
G5gT6wT6Pzo,1,1635
G-8xJswu6Ds,0,1771
M4ooI9egWwI,1,1486
TyhOIfbFSnU,0,2978
dYk8LeNWs7s,1,1518
kMwusjUcnIY,197,430406
Ng85PdOErHw,3,16442
c3hBA0CaTEs,10,8497
tPEmmuEtbPQ,13,25485
0hVSeQPtvoc,3,1352
CsvE-AVUepw,60,1483
IWrfEb0Mwh4,2,2845
Y6U-BVsu-_8,1,1748
Irghr4DJ07o,0,2676
QUFkXiiuvOA,13,8821
byDbjHFTtQ4,4,1726
CZg7Tv9W-sM,3,2210
kt7V7l4dRPk,1,18960
E6Lyug8G_fI,10,12789
wLDmZII5PTQ,0,1729
c3Ji92u5tfM,0,1730
BsrxtnNDYyw,14,27893
sM4Lu1bsWAQ,8,16086
IHwgaTM2Cdk,5,5734
LR1F4cjbSI0,4,1658
fje8o1n-b9c,10,4707
46eJ0w1Fm6g,1,3384
WE58Vcg5m4k,0,25984
PK-rOEao4Yw,0,1227
jcsbhhl6XNE,0,2077
9OuhnhPLhNw,239,440104
5KqahY4RnEA,45,26376
k2SRmd2c1xg,0,2726
soQZEYlhrMo,0,9694
eoV8ZSbwD7E,0,2695
asBSg1FqND8,12,5726
jvcVSazXpNE,8,28057
iY70RwHov4c,0,8169
kov2bE_wI70,4,9793
oy_s6IKtWuY,2,2672
ZClwtHRXjJY,0,4656
JYnP751ipt8,0,3222
Xhy4uzqFADw,25,4828
ZoTbLYrlZFU,5,3731
V4ZZCWTJpBQ,0,1985
W-b-jMD1PZc,1,11468
4WfL1R7JpO4,4,6941
oy5DIS8LDjM,0,2830
xDv0rRXtebc,2,20313
sfCcNZX-yyg,1,4267
MgXysGabonY,1,2429
9iYOyYi5ZvQ,9,23949
Fzway36mquo,0,2359
l2keAM-AniE,77,205232
as36HXpUFf4,4,1663
55VySuX1dzM,4,2443
CB1FlL2sgC4,8,18554
7XeYxIJpn9A,0,2018
TdrRcyAPBJQ,0,1243
WqDTkui3Tig,6,13528
FwiTmEQV0EY,0,11909
dpN6pdxYJsE,83,121121
QwXigjibWrA,1,1519
V265fFXSDvU,1,3271
tMbqFPmtzrI,11,10952
zVPFibxarYE,0,1051
UgZBT8cuEB4,0,5776
x1TmxETteKE,3,2406
7d_hLwlL0VA,0,1137
gJcfTXeJYG8,6,18102
Mjm3PbsR-Ho,7,1371
S3GuiVBvqwM,4,3637
BdejeYIiqxg,1,1602
RynF3rkzmQs,6,9375
H5eVhi6DJbE,1,18326
mr0945-lYAA,43,4939
SrZiiSspUds,0,5546
7HHHu9SYmmI,0,3389
7kOuKdOYTFM,0,1640
Bq6EgW562lQ,4,5129
UwYsQf7K5Fc,0,5089
vnOzO52H34k,5,4824
Dh34wxxn-CI,136,53901
PFy4F51OEMs,8,7578
L51-u67zJ1M,1,2376
jsMPUDkxg-o,0,1644
cxmX-keCNrk,0,7183
b3_vL2E4wyc,0,4684
WnEAz47B4g8,0,3007
VZQy9BV4SMQ,15,55340
bejq_OPM0Uc,1,3399
cOMXsDi4Zh4,2,1619
_FY0mAnkvts,0,21580
ThzMslulBK0,1,3847
hvRBPzGTHfM,17,53211
EaNMkZ1vHHA,4,2993
Eg2wGhxrS90,0,1375
3-wNmLXXD8g,247,752276
7De0NHGza-c,0,7981
O34Tl2VL76U,0,2425
729aJVwpX0M,31,59451
F-yfC122ZNo,0,2084
P3i0httsrOE,1,1529
wYmTVt4pLWs,3,3509
4U2O9p_uNwY,25,60267
KiOi4yD-hKc,0,5417
g-VTAoTr1cU,0,1171
DewzNNkVhf0,11,10196
JsCY-YDJqzs,1,4381
lphnTFltCRI,0,1888
wLsOoF9Rm5Y,2,2067
uIV56N8HlPo,9,147060
vjSqvSjL51w,0,1134
-5xaPBeO_Os,26,56951
Ii8T6RS3EKk,0,1315
4l8hg1LGgh4,0,1784
TaOxsyze534,2,16441
2W3YqQCTsG8,13,76314
stRY9gXXsLQ,0,2964
yis_O0x1pyk,1,1221
nnGl8J85AQ0,3,1331
2T6o-ClXhlA,0,1155
OT-hnpnLkKw,0,4203
oLeaU7QX9IE,0,1451
oCYJhvvJ4ng,24,3194
PJnfpvk3UzQ,9,48702
KM_UqEtHcNA,0,3344
QEg3uXP5_GQ,7,151350
vojiA3uFmBs,5,9414
35icjipKdLw,0,4346
RfL5iR6Dn60,0,1152
gb7XgnDobRo,0,2930
w9_Kkdv1sYM,1,2236
AY_W5ve-_-g,3,9574
40QTP2UtVpA,0,1170
TI6ICtuEQw8,0,4322
QUxbFgfJUqw,1,3940
flSJzMf_25I,159,78222
cDgj9GvT3HA,2,1661
OlBiP5R1dcw,0,3127
qtiSB6CRtrE,1,7701
tgooJ4kZCBk,4,3582
tJpFRaQdWnY,8,6046
Sa99joWOw2U,51,31819
YHfIQvAlFCw,5,4205
72meRQJotp4,2,2771
ifu-JOx8vHU,5,3649
bOqldtAUeTY,1,2641
1LlnhhirfII,0,3263
Ic3iA_AauFo,5,3040
QxDLykmcXyE,1,1896
TcJPm5DKLZc,0,2882
DLVuKKRX174,4,48786
bghfUB9BfL8,3,2221
o33-upeJOJo,2,1849
FkJ2ioDUZJY,4,3682
D8K-qmtf8Gc,19,40663
9GFUmKlu-AI,4,11157
0UsL6R2Sd00,0,8759
dA3Qii5trgY,0,1698
d4ydjB6Gf5U,0,1330
OzsCHDQPaag,1,1605
6_DSZhhy2G8,0,2528
DmvPr6R65rI,0,2114
0Dz8qIJHyYY,95,160404
3pEasn29w0Y,6,2582
VQ0gwbbC0DY,0,8524
9FN9CgfQqds,2,1287
vCnEzLJ1Mj0,116,310002
SY5qJJGkyTU,0,2487
vcdLRjS_0Uo,12,10295
qBuyjBfZ8FU,1,2960
liePX6AncTM,5,1406
8klzcXerGf8,0,1245
3ezMjCCH3_w,0,3734
OLfBC6SoRsg,1,1727
35Jl8j7SHC0,42,144661
PiCe41hX4ks,1,1793
rncSzFsUkwc,44,3092703
-2h4BKcBMK4,18,17851
Fcd9p7r4NUI,3,6991
4Hgtdd5tl-A,0,3311
I0RhDqi3iNI,0,1281
cfC5bU-21a8,4,33836
IL-Gt8LAcok,22,25007
qOMrjakq3rQ,1,3372
ntJG4_0gBas,0,2139
g2COCsdPJB8,28,32360
GSVpfhP1AZ4,1,1744
ufP9-iTITGg,1,1828
lZUlmrRxjRk,2,22772
ulLL7gqT7Xs,0,1467
PoRIyaUsVhQ,14,6628
8-a4VnG7Of0,0,1656
kXZN5kKgtk4,2,4465
mCNsBSTqJrI,10,3073
PThGKjsjNCg,0,1508
R6uI-91SIrw,1,3323
VQo-bFE81bI,0,6205
um-b6f_YN7U,0,18975
wxDq8ItaNFc,0,1050
bxzQfF6ETHA,0,1454
SbmOak7zhM8,0,5104
Zisu0Aiw-EM,5,4803
9d6WapYGr04,0,4436
fZykbtE5e10,6,29418
6jJiG5iYUiM,23,7504
3xkfpemq7UU,188,412443
bhbzTvwINIc,0,1481
jkPsjW0pARs,7,14564
dVUIuMSQaIo,7,5811
K2IHA8HXP48,1,5116
dgNVwSrwC3U,1,1739
zFj_0a01Ppw,1,1838
D3lls--5utM,0,1507
TY0XLgck_SM,2,7895
eUo55LS_Kls,7,10648
YHAmXD_UZIM,6,5047
Gz-DXHTQGH4,3,2024
GennzhYAELU,1,1411
ICtbJqxvU7w,15,7285
QFUrFDol0bg,2,3953
50GlCNd7URM,0,1376
h-L7XCmGJ4Y,55,263128
QQoUHlgW2MU,2,1608
ugWEoBhSI6w,0,2095
QhImaOPV8ww,0,14605
3SH8VjlH5Wc,0,2834
Fl-Peg005OQ,5,5804
I_HzvXopEdc,0,2321
zH8xp5lvmfs,1,3492
XXQ60OEPiL8,0,2079
vpXhQUDUGN0,1,1885
M6ic6Q1tPl8,5,7586
phtvYrFS5P4,4,3308
Dnt70FYAG2Y,2,2154
_rLCrc-HkeY,3,5833
62UeXrovi3Y,4,11088
BBxOfEsFGAE,0,2478
zS878FJ1N74,0,4650
ZJb50xQu-FA,28,17434
YSCxbRSv6Ys,0,2011
cIeyp4kRdM0,4,18539
iEn-qU1ZISM,3,6318
q7OyNBvnm2w,0,12147
zAlukS3lLZ8,16,2530
C4WfYI9Iecg,3,1146
fWnM932pGI8,1,2801
p5aFIjboDb4,3,10448
FJ-UyI8XgaI,4,1434
LYe9cv1ukkU,0,1672
Zd6xgigdkIw,13,1503
8sP0lSEe6-U,7,6338
guZW0bM3XdY,0,4703
w-E_3lITNuM,16,77712
Pr6seqoMRnA,2,3452
rzIjoM0whFE,0,1687
QKLACNwXAxw,2,6003
w7ZuQ7jaNhw,15,53682
eeC90hQ7KOE,4,7700
VZsQYilSokM,3,13697
3UEkEnk3n2g,22,49800
EEy7HhEWMkA,1,4740
txdbSS1bD2Q,0,2350
y5DPDDHw4bU,0,2166
66ul1HKHbuo,0,1773
j5t_dT7gKz8,0,4121
dZBWJJkju28,1,2755
T4LXsisv2z0,25,37302
QtDK9FZmk_I,0,1824
pObd-uf_kN4,13,4229
gE2W2Gz98b4,1,5308
D8tPRR3AXb0,0,2832
g-U4orf1iZQ,2,13820
JnA6J9P9PZ4,3,3051
vYJppGjevzk,0,5013
XzLmlEYNyCE,0,1892
Yh_b_wjqXRQ,7,2741
R76LnylA3g0,1,2964
oKpG4m-Ovs8,19,259794
aoRPG1Mm8wU,0,2156
ZZjEfbRCe6M,0,2519
0NTMV1iRs2U,3,2241
TfCwssLYiDA,1,5133
oP9onErMIHo,0,7528
f2ptrENnsmk,2,9199
TlHIQa4sOFw,1,1903
uTjRMkTk4Sk,0,6182
vUPpLOeAfdQ,5,4359
d2JxCi-3LtY,6,16960
sOm1WgoLW14,3,2166
JZ1vOT_OOLE,3,2403
BcOEmjlabfw,3,6587
7zFavMsg49A,39,47410
IvGN7VdvHMY,6,15739
Q5Xirfw0vBg,1,3591
wkTcnZ-pn0A,0,3421
sJGhRFwHdQc,0,2625
56XB6spPDAk,17,14050
tKQc7zFcCD0,142,241139
970Sp3Yyhek,0,1738
N3X1TZM3xjo,11,4863
FP8iFu3jXS8,1,53747
vplH71jBwaQ,1,2789
KpklnKWGE_E,0,5031
cC9tx6SvYoU,0,2491
lEtzIBQG4H8,4,4082
YFKm2p_9fgQ,0,8625
lK4sKgXggIg,0,3024
8OXywZYx8ZU,7,8224
Rp8Cr8UtgE4,0,9654
mSPtzRJ_udg,0,1453
cNbDnZUcUgc,7,11540
NHkSksVqg9Y,0,2077
L9J_0KwKZdc,114,210775
qkxiVW2LmDk,1,1794
-0i7-ho5qzM,1,4474
rXfBVUp0G58,1,20539
zJNUhVYCono,0,1439
xjDJMjDZJn8,1,2916
FqypGO-d_jc,182,1711509
WNAKatZQx2Y,21,5399
BODzul1XbaU,1,4329
1qxkJfgVl4s,0,12641
SMSDOdu_9eY,0,2036
RSZCnAe14ZQ,3,1245
l3VtULzizsk,2,5118
WS4N3FW388k,26,22829
L4SkgFnUU9g,1,5138
Vc2H2cJNxoQ,3,2965
eSbFb26WyEQ,3,7365
5TKXjVhl20Q,0,2382
rkU8ui6cmT0,3,10705
vU9OGq26kyA,0,1169
rxEjl3iISi8,0,2120
jifzQtpsqsc,1,2784
K9ZeyJqFk70,19,22809
b5rNf4eBZ1w,1,3969
tUD1QalmHGM,0,3139
RmkTTbUR99A,10,6390
0VGNUyFnv_s,0,2272
lFeZx6Rb8QI,0,1230
o3bb9fUdYD0,0,2213
FY4WPoIqyGE,1,4672
C_SYiSneg18,0,1638
OMUIpVWyNh4,0,1633
ism83ACy5Sg,0,1679
NnfoohaCmGI,2,5687
pK2Jwq3gbW4,12,14699
tyTB72cyYX4,0,1598
r6Zwqbp0XH8,0,2782
SxcFNHNKpac,181,184427
iHZZTX8Zv6g,0,1951
tCYbSeZLb1s,0,1836
99QpIDvE-Yw,1,3005
34OT1cJIHEA,2,6228
jEsqzD8fSSc,90,31813
82umrr6PXdA,30,3150
vXDN8RCVbVk,1,8785
H1u1LqKP-X4,82,114294
5jX1p8RyPG8,0,2462
k9ISz07XwPc,1,19341
X71CwxDC_aE,3,3143
3AjWzp4h-LM,3,8465
YEPd9h7lYos,9,5894
ZR6QAnpI2Os,0,2421
vEBx_3Z5fx8,24,125039
pVEPnM6Wtps,0,1332
ZQnBuO1Yb4o,0,1528
hW_GwFrgKmM,0,3377
yLISsUP_b60,2,3039
F0LsWzyD3EY,2,6091
vGxhcvRFh_c,5,29709
6HoDsCR_s3M,2,4618
gun-bOaPV1w,1,2578
eIHFg5S2_z0,1,5085
x_mWplTUR-I,19,10413
MKr2OLqIjmo,1,2255
Wdox4wt4-Zk,1,17985
pCkCXQT2ViE,1,6982
JllhjnWt-sE,49,116908
o3Z5lq9d3Lk,27,154833
9i66iBPCDPI,2,8554
I1JgUtP22gs,13,8573
mOKAg9Hlkvs,9,2043
oGbu_2Ie_1I,2,6315
go9P8XPvW2g,1,1771
qu__IVCZW7c,2,2447
MtRvNUCoMoE,0,11005
feTD7j04b7k,0,9377
YKmcOI8efT4,8,18801
Vzx-_zFihUE,3,3812
ZnDesVSranY,0,12647
YLxrQUqN6_8,7,8941
KSgXdd_3Ka4,0,5425
XJ91ME-Ymm0,0,5216
H4BHNPrpPsk,0,1644
zoluO_4WuZU,0,1347
3SDGZ6CXwtk,0,4146
