id,views,comments
FiaI4aciWoQ,0,7340
s2JSEKi1Eto,0,1098
_pCVmSZ41Rw,8,17280
CqRkIoyDE7c,0,2423
CDp3n_XOVmc,1,3977
ticOg9NwhVU,2,34664
9xtBWDvqhqQ,3,1340
UMuo4pBVukw,1,4809
DqPopqaBkDo,0,3973
JgsrnUH-KHU,0,3499
tQ6rrUyF11U,0,2494
VNVnuAhBrOs,16,85470
o-TBIVZJkTo,2,2417
hLQx8tczrG4,0,1155
48aChwOGLMc,1,1638
DqIvG8rpt48,3,9657
H7ipaq9tm-I,1,3230
rbupAtSWkNA,0,2617
U0rItrPsgUY,7,13250
ZnrucqtpT1Y,0,2131
zO9mI0VhQGs,10,6456
Te553Zaip2M,8,7988
q9xk8jBTsqQ,4,11483
SWYqHX0hR7I,6,6036
R4h_YZdja8g,1,2833
r78PMqqxH6o,2,1845
crmXHDQAe2Y,0,1174
tcKoWfp47UA,3,3942
_6vk6eypr9M,4,7153
c497CerLsl8,0,1192
j_9B-2a21Rs,84,1373392
YppUDS099nw,0,17988
G-mOukHFyKM,2,19902
IQSEOrRIaTw,0,2276
LcikxmUhHks,4,4162
8QFTQkeI0ko,0,2585
ZMQ_5tq5rIc,0,1985
uQCWyctLqLU,2,3966
nWD5YF4BO50,61,374201
xPNi1QRfdIY,20,96617
oS7wxXJN0bI,0,5698
N5cOQ-0gNkk,4,6340
11vOECq9llE,3,22182
KizT8lKQy3A,0,1531
deDq64dBC8Q,0,2230
1bFrpIxRzNo,0,1877
07mOyoweYvM,5,4767
vuWCc4jQREY,0,1391
KWpfIJSyQzE,8,4197
69zmg572TTs,6,2716
dQpg5eoDdJM,0,10436
UJe87aNHmZI,2,6160
5eMA_F9No90,3,8423
tTaOXqHC5fE,25,73983
IP0FJqClc84,0,1391
Ml3rdNebUIQ,0,9362
y4M2zf-L6CE,1,1570
Il_-Kx_7K_s,2,1512
w7w3vwa8YvQ,1,2211
ABThPx294GE,0,1495
gBrPmXdVlXE,12,19356
rD_8wbK3qkc,62,775276
lhTjEAO-gfI,2,1398
HeoRIv2D3IA,1,4687
RotDgsSO7ik,2,60730
e6kRAtQ-UaI,6,7280
LbKP-Lx4Wbc,40,11797
VrFPo-0Kn1E,2,2990
V8ohcOAXM6c,26,18448
At1Q1jVBSDU,1,37705
bN6RJuq6fKk,0,4355
Fupvg72jCWM,1,6740
NPCRV6C8PTA,8,28471
DvZsVj5KwXM,0,1503
rukGbf5hdVU,0,21404
jsth29fHWuM,0,2185
VOIZbTXjKlQ,5,3709
EYYwzuprP5Q,7,2328
F6mRyx0WnPA,3,4779
31iIQg71vFM,3,1713
9_cXXrfeGHY,0,2082
W2-wofLF98c,10,11294
ZnFEYoO6qJU,29,2711
bYYYlIJ-pdY,2,2707
QCek8KkId-Y,1,9145
DbJEyp6NMw0,1,5188
vafVu57O95E,14,10949
BUjx24cBZO0,0,1971
Lu7UOn2TYFA,4,7655
LMMDNHdC73M,0,1352
pcK58giFKWM,2,1365
4JXwNpycrU0,0,2684
_qZFvnOYvYM,10,67272
Eb5oW6S9GMU,0,3469
okpVDARUzX4,7,6139
sc-jw6bmYNQ,15,1551
FRNAnpCyt40,1,2193
bgyVQyovGhE,3,30635
gYOV3InBh8A,2,2166
i4jjYH_SpfM,3,3711
nY-Qa6yg56Q,11,6264
sm7lSGycvtQ,2,1872
qKsRNW1_ziE,3,4203
VnR3DG5-Z60,59,131480
CSlZ3lOW7fU,1,5664
bF9GqZcPvDo,5,10852
ymK__6OO9qw,2,11593
IMuxWDIAjD8,2,7650
Alwk_gOjDIo,3,1283
FsBa9daF4oo,2,1915
aMbumQp3ed4,0,1755
q8ISRQEUo7M,9,1519
awfOOqu6n84,0,2158
BkgPijPpCD0,0,3511
p95f43cQLCE,0,2481
2MLjX9p_2Go,5,8124
rERUR51kH9g,19,56159
Ebayb7_9NOo,0,3374
k5UzRwg_qOE,2,1891
lZbCJk5BJk0,10,24647
t7kImCsv3Xo,12,9665
1XAdc7zhukU,6,21662
PPfHlrqWQno,29,84497
GtD6UBef6JM,10,38931
Nc0sQqR7E1E,4,2685
zRSlwr3oU_A,0,1670
uKIDcBjiLfg,3,1630
filjPL-oosA,1,3583
YpZz8hRRm3A,0,13607
h8pKdEU1VwI,0,5643
fyH6WRY1z6c,3,2249
x5NRJxjOPAw,17,105220
Wxn4LPbkVrQ,0,2977
t_qY571hlyk,3,4816
io0VVrvW1cM,4,7300
OQvEqVprOd8,0,4932
t_zRMqkz_bc,3,114090
EnPJ3V4p9p4,1,1444
T81J5ebgUI0,7,1527
qH1TbP1tE4c,0,1204
DBbek03n2G8,0,1498
0zKg9yutHxA,0,4388
5iACsEnRJIA,1,1619
zs-F74-od2s,0,2332
MaqXAnmQzWc,0,4148
16QU9vmiksc,0,3042
uLAG2N5Mgqg,3,53912
gEAPjSdemjM,0,2012
LEpg_q4ZxlU,11,150011
GCTC6uzKO5Y,0,1678
BXIIOjIrXWw,8,9074
bH_rXsHJmKM,22,74430
YWIA4DnaGqA,3,9710
3kBbuWRg9-Y,5,7250
vatKeN8_Z0g,12,26746
lrAzi3hPAsE,2,3773
O0NIe6ywlZE,9,17362
E5l8RpiFAFk,300,11426687
mQ3ulNen_oM,0,5980
P595bhp45mk,1,1463
KYhUJHb5ROg,4,3964
6rBhtZTphKU,0,1989
s4g8fXCO3cc,6,2495
pwYbImGSbSg,1,15930
NrwCaZUQkGI,0,2251
0-X_r7YfKyg,11,4259
EE-fBtiVeWc,21,1936
DBtjEg4C16o,1,9134
zdbX0jpPuJA,0,7298
xvaRK7BndqM,3,1733
LF7z-YriPko,0,5488
Yg0QR79UP5U,1,2852
vSVxNrElEE8,3,3918
0ASj-PXYdjs,11,6065
WU25hg1TYT4,1,4076
72SJ6HzffOM,0,2047
ouuDmHaS27g,5,14977
OTTwGfuIRqk,2,1591
G59ceYHUMAg,6,9801
Y4Cnrss_yg0,2,7010
h_KY9vCLSAI,61,228760
0FL3uRFI0z0,0,1524
DNnqF_lYFhk,0,2252
tm_IttdSr8Y,0,1277
0PkFBLscWVY,2,15605
Tg20DY-0yqM,3,12791
0JE8LmL2QA4,3,7965
nHU0K1jSuu8,2,3723
Vly-9Xzj12s,0,9945
OWWT8KploIg,1,3426
42ZQZtziQZI,3,1151
P-M7TS4G6bM,0,2342
MBVe_7yRg-g,8,16492
zr7URuvscto,0,7277
5HPv_lD2Ais,0,1530
DtrH5pMQjZA,6,5313
y_ZwFn8p9lM,34,3505
F5qZKmY_CeU,1,1592
nV043OkwxXI,0,1433
Rzp65eYNjv8,0,7316
38qvgXhnruQ,14,3950
arjEjGFMEHU,0,1589
cOpfSFuwEs4,4,4352
t6Ek1D511K4,0,6199
KSVSB0WhCh4,10,28921
TgzDxXIo2ag,1,2121
TKtKfMtJF1M,0,1760
PGCotUCfVAk,2,16441
yqy4Anb8K7E,0,3431
9UHZNRHQRAI,17,4071
6ET0m_29yjE,0,1786
YRdK4IRC7l0,119,199934
GlyLfYFYGng,4,1632
SgbTp2AE8w0,4,2194
zQ-XZnRvDgI,2,1604
xUG0eGmB4RI,15,2469
QClc8DZ13lo,1,10193
D8WmNs4z-wU,1,4421
vDCLEHzX_98,0,3564
JlADwk0pp2U,6,5119
BWwElq_wxog,0,2154
JGFz8x49Cmc,16,54399
9rlghYMtbFY,3,4333
NePJbnZpy9U,21,21545
8-dsryE2ojc,1,4319
HZ92SdH-f9I,0,1482
0FDcq-u-jbo,2,3673
pM1uJYynOv0,2,1627
G8kU8UBTUg8,1,6057
K0JMivERrGE,1,1354
wApypcjUeh4,0,9293
2sZ4mxoouTE,3,27198
8k4pivmheZk,0,13019
T_yuePZWNQs,0,1695
yJ6WkcIptfI,18,33174
Tj4VTX-KnDk,1,1979
HDF4zKMaJZU,1,1730
bTcfkpUNSME,103,274182
HbfKnjXzhbI,0,1111
nlbLIpni9kc,248,2058104
0bmYgLKJkpM,13,20314
Gdb0F-Tr5LA,32,18100
VMYIl0BnEnA,2,1893
OMZKppgUWYk,0,2031
qUJWdLNH1ts,1,2107
yaCtLvnwJ0Y,1,3990
MDAIOR81AmM,1,2242
HzdMgSiS8qs,37,5031
FKEki6D6-yc,8,19745
XkylusIRe14,1,7261
xFKDjx0nKkU,25,56600
A-3RgfDX3h0,0,4723
QowGVP4zU2s,0,1125
iM_CJ-MQPZw,0,2829
MYzMZj0_9iE,5,3580
BOjP-UBzPJU,0,3607
OBC59TSwLh8,0,1525
yRnqjiDDb8U,0,2025
VtZgWXpDIZs,1,1364
Uf13n2Ua2Dc,4,5252
BAR4p1s7EGI,4,2945
tOETTox3oOA,5,2651
915tUTnNmmQ,2,3899
0k9TWmkdobo,1,7017
CyWO8Nu_Cwc,1,9680
3AuK8Mn8cKI,2,8698
tvNu4FSyrkQ,0,2376
UubMRIPQmZk,5,2528
75prn_jB47Y,7,23784
7WENHyZ8bnE,0,3219
CMhvedbxGFM,0,1427
TXxpZ0Eb6xc,379,326128
YbIMKw_c9FI,0,1384
1MOKv-McPRU,1,1315
NNnawEc-4Iw,0,2829
FrdwjYSF54E,12,89297
yF1QVERJx8g,105,5410906
zugUzxakvkI,0,4609
vcoJWzuSmHg,0,6484
BejTOPfa7m0,11,7770
cJQtrsNaJnM,0,1992
9seNywrkMDA,26,31231
yfBs4eTI02o,16,10564
WVadwfDh2K4,1,19976
mz4Oq2D9Edo,4,1874
YpKncrgvmZ8,33,31773
ZWg7Vzpod5U,191,419924
jQsisbMAgIY,0,1338
OyfRPI7j6p8,5,16664
1XBEhD5mwhs,1,2155
4B-msfca9YE,2,2512
iulIIU-4C0k,2,1377
oKZW3wGdWPk,186,92658
zX0WxHii2Ik,2,2529
DqJPjxCeewc,1,4781
l_0r5aukD5M,44,182795
IhZWs2HgYrQ,3,2178
zg09xNiTy2w,0,3218
qPaQMQZ8qac,2,8293
nj1S086e9Zo,40,179192
8rQ_HvCTa1s,7,27647
cgfr10yR25M,0,4858
9sKBlW_eY6g,17,2760
UqkfUU9q0t0,0,1428
TYhp8J34S8I,0,1655
utlhqfZj-s0,15,1943
f8oyM05kNfA,11,6542
86S6mMjBXow,5,7193
pg6zr2yTTNk,31,1088613
6dtzwyCKsnI,72,126536
jKwMLhfOCRU,0,1510
PYeMz_x3dsU,0,4253
vY-EwLk7_X4,1,1661
mAuCeQFi32w,5,5731
Cx91Z5R4INY,0,2125
1v0v0dr0H7M,0,1211
dDMg_-Z9N0I,31,34429
AD0WFoWnxfQ,1,3569
g3kBwFrcGaM,1,5762
ivLrRvOe09I,1,1326
UViPXtBll2s,7,6128
nm3anvPk408,7,3494
t6uVi45JFVQ,4,2283
1Un3vNvdsIo,4,28348
Q1K3f1CMnRY,0,1495
mWl6vthF6OI,16,2293
FpKvcYHBCJM,3,2874
Mhlnui0B6Qo,0,11404
i0uyda4k_ko,3,1263
B-9s6B5Xbn0,2,3211
ArnJuSUq_Mo,18,27156
jTMEy23Tt6g,0,1520
ro-f9S1k1Xc,0,3992
coyPRDPWqQ4,7,389417
jIX8jp0eggo,16,1309
4FGAHLLCNMQ,1,2357
tlRIE3E8B-M,0,1623
h7WnMy6GvpE,0,4663
3yEkKQCeXgk,2,1432
BZdv9DzDYgU,9,73148
T3nZIklDNe0,1,5002
hSqavqZzvOQ,0,1596
FqNpGSBJNTo,0,3136
Zjb8rgIeNX0,2,9554
jRMJy_K07qw,0,1431
ZUYkI_jZ3W4,0,1645
gDeLYvV7xmY,0,2617
v7J7XQcWpbU,13,27702
jVH3yYLQ4Fw,1,7332
5jeqrzaiqyQ,0,1559
Vs3fVtVPIHM,0,1721
Apywk5xOVy8,0,1271
rr8z0apa0R8,0,4999
4FZWTFqtUXA,9,1164876
62oGVykFOdE,0,2585
Xx1XFqnJMwo,2,3477
Ft3KADLEgp4,11,172664
26rDTf1VnwI,2,1581
DIBCUfDQDSE,3,5552
GUPpkppUFvM,1,1731
r6d6xQMsX80,0,4340
bCAEjey1R2w,1,1950
nnEcFQgl-jM,0,1372
MDDqkMqJihI,3,3799
W6wBSCz8hqo,2,1096
VfgbZzO5PNo,6,7696
uzqnl9xUxRU,30,95264
ppoQ_WC8JOA,19,68170
bI5pYHeau8E,1,29782
6y28NXRvk2E,3,13647
hW1E6mUVn-E,0,2204
eRP-YXTPGqI,0,10315
TSAWyxN9vl0,0,23437
nL07zMCfQAc,0,1257
Y0Vi21DR_EY,0,3731
L3qNQKzr9G0,13,4420
dj7NaqpojuM,2,1816
C6O5dGBA8y8,1,5763
Onm2Ix0dW7s,4,4291
4udb5IccL00,2,19482
1ow80Ue8fzw,8,2885
g5_cUtKt5AE,0,2243
GQ9h7nennMg,64,442353
dZMEAxnmb0E,0,2229
rPMv3ELiI0c,1,2119
Q8u-VZ8Yp_Y,1,2484
sBZtgVsFI-s,60,2629
s08PwFteDfc,2,4546
UZjD1X_U920,8,21830
NAm47gEbBEQ,0,1776
OHC86BEro7Q,0,1456
EWqklx-0Rcg,1,11047
RZ5zOVjztc8,0,8043
HBVzwlSUIHg,0,2068
sMsh7IDAeYU,0,2083
yZDO-tDQWHs,26,25656
IwFgC9kx8rM,16,1707
G2Ii6q2NZSg,7,9987
G2ulsRwHs6g,5,18147
DjuIzybdQik,17,22762
Pd1OF8pwhT8,2,2002
vZgtfJM2hR0,2,10339
pHcEeAwAEro,0,18745
_xceXsmIdZE,0,2714
LY5guc9GW88,8,3782
KJN7qnSHBX8,0,1159
_AAyVyUdmOo,0,1512
u7GvweD9jsc,0,4203
xHxutJCQCeY,65,150591
VJHJm7vfWMA,1,2607
AS_Q3vyA71I,1,8250
uBVSTrnYsl8,0,3490
8zMMET3TnN8,0,9567
vzofAlD0fv8,0,2882
Goeu6UI5AqE,0,4031
aLveZFZCcmA,0,1930
5x__aFLqUQo,6,5653
mxHJQnktKMU,0,3555
aXbpU_OvcNk,1,1403
hjD1vxeliis,0,1282
9wYHN_8SxRg,1,24792
bukcblFut3I,0,1211
jaqWbG9TDqU,0,4051
Do8P9lSNF-w,2,1149
e0Vbb9j15_0,4,3156
KYFqSzDi4Js,18,4638
lKnrpkAfhMg,0,1873
52jng3sHAkU,0,4893
Oy08iSaS5mY,0,1750
WkyUHEJd-iU,9,67619
tj4fKnJR4Mk,0,4304
82EE98SdlZw,3,1484
NeLJvzZWjNM,0,2932
XQkUV5M-NvU,0,1536
aNnGh9qeNPg,3,7653
6M4NUwgoTxM,7,1419
4_-XpVYu1RQ,22,7125
3ZB_4dI-_hQ,33,53852
56sjW-uuqC8,3,5070
OB4ISO_RPcU,0,8592
KKN2xJS0PnM,7,6531
pzUg1xLCxbs,4,3072
o8O4HKnH5aQ,10,2039
rLm7E381Q6A,0,4916
n0z9-JdMIVY,3,98242
qlU3wssOcns,8,13780
MqqM6Fn121U,6,7933
RUAFX52mw5A,0,1985
DnXrLgSHojI,0,1309
B_7WSuT7JE0,11,2398
Y1oh4niykLo,19,8282
2GAUEk5w1Ek,0,3554
YbcCVnvn8g8,0,1499
EkdACwrcNzY,0,1874
OGZfBWkCD48,6,22429
DbDNpQ1DAYg,0,1257
cSUIgNClNPc,0,2118
8KftSdVh5-Y,1,3270
4JOvgcrR-NQ,1,1362
UVsFQoH9zrk,0,4977
zfSpDN39SRo,0,3175
a7rhTyDCgbE,2,3088
uhRbd4HZBLo,0,7619
xjn7VD4Zx-Q,11,50365
4uSB8SSwni4,1,1789
JA2w8O_j670,75,136786
K5bK18n2d_I,123,214010
EiVh3vkSVGM,0,1508
lWTPXlG24ro,9,2267
qdfbM-zhtcM,6,29834
UQylLpz-BTc,20,76076
bW6l5PU0OYw,1,1141
5pvnJH8sleU,3,2865
NB-644vfplo,3,3512
rOcpao6Mr_A,3,2576
IR3sVszo9Io,1,5974
d87YtVEUniI,3,4863
j-9V_9MwKBw,0,1229
1MeNdvhkUSE,2,28739
wMkn_Qytywk,40,45724
kukqtlvcIgY,1,4554
YgwsELyfBEs,1,2204
9htMm5f-5cA,5,20462
LH5unUtFhpk,0,6050
8cm74fDN03k,0,6485
4zJVbLmuoNw,0,1695
WiHr3O-tcNg,2,1875
3pFss4dT2og,1,4612
d4GouvJPVeo,1,1885
FcmRNbCieXk,0,1377
tssZ7ZbG6c8,2,6094
wwnpq-K2EUs,2,6695
mqt_pOQpUKg,51,188655
B25CqwuEGxM,1,3506
HuPGQsbKzKM,383,7610677
6wANPArSm_Y,63,2099665
h9vXCAxIVS4,1,5124
8TooBgXRgSs,1,5764
LMvzVb5vzOQ,1,1797
bQytFZuIBiw,100,303299
AVuFORf7NuU,10,5792
3MR1GSMKvxQ,0,1165
qX-izqMSRtY,0,4576
Li14iEr9ynE,7,6587
4U7N9ImdKY4,3,28329
IlIQjkuyEx8,0,1535
6OwTKUD4UGw,2,18781
405vuAT2cg4,0,2277
zSyK41rr5iA,4,11685
8MNpVhlpQus,3,11314
Kd6jQEd96T4,0,3277
Dj_P5lY1HwQ,0,3830
38fviJZS_rQ,8,1400
FeoUItmke8w,3,16347
cvSOuN1pwtI,1,1819
vyaANBWh4xw,2,1416
rt-PmFpBnIg,0,1729
8EvcF9SqMpQ,4,9044
U-Jyv4isnHM,5,6502
Nc9_cgNaBo0,5,1823
0A5DspFHh30,0,3371
FNqbidJg8OY,1,18710
tildTJ4WX6o,3,7228
rvJ-QIYW-sY,3,7574
wyFDayJMito,8,27812
_MG8u6O6ZOw,0,1736
C66KekMcM44,4,1211
8Puo438iE2M,3,8512
sj9dwLkGfWE,211,92623
SZAHZRZhLIY,2,1969
2I79zsGC094,2,1721
5J206L90xzU,5,2791
q-dsWHZ_ToM,2,6180
781UGUIVzGY,0,3210
uk-dhbr3kkM,0,2329
iCYNQbjsbGs,1,8448
HmbuOeh5kpc,1,6620
IGkl_OilzQc,1,7489
RmNvhOHYpdw,8,7137
dKH91fO-rJM,0,1260
CK4gWsrVhrs,0,1983
vAkg5jqemhM,15,3290
2Ucp-VNxZuI,41,12309
s7aF_SuvlBk,0,1715
Phty-9iIIJM,0,2426
52vkMYxr08w,0,13426
AeTBKsJYSFM,1,1171
UVbJADuJVww,2,2061
h1L-EVNCqoY,2,3673
nfWhuEtRRRs,1,2562
HgSfISadmR4,0,2055
iEPCzM-ci7k,4,4121
6wsizVbtKBY,0,1269
A495ryafJo8,1,19016
oxe-Q5roW98,12,17537
Y2EQTdBLOlM,6,4717
gVtkJMwwK6Y,1,1427
B8Mp9tzKEX8,1,2706
Uex9Kc_ODI0,12,69934
uqfgOoy8T7E,27,16917
jE8x3EwdBpI,0,25243
dt0vMMd8pdQ,1,2098
Isuy6mDrhK4,3,10624
PNUGJDKVqRU,2,3144
M2--qCakhxU,2,7138
TasAIUxLYKE,2,4453
JuA1I30QMsM,0,1852
JRV_xOpQx1c,2,8294
RN0jJoCguCc,1,3951
QkH9b-a1uSQ,1,13621
5-QWJhQcEfA,0,1659
LYkInhQIc70,4,4535
OdZlS0gZiQ4,0,2406
0c2uVxTltjc,0,3522
IgUS4D4Va1c,23,2970372
VqwGafC1OEo,1,1390
1GpAjwhgOvU,0,5790
h1bnhU6HndE,2,2887
9xQHaBzrbBM,24,126738
EMpXmSHsg6A,11,28282
Wb8XoZXrWoM,0,2770
5K3oAUZOBXY,10,5822
FpTPy9x6dEE,1,3311
KU3KIckGpdg,1,2521
Wbj9YIde0AI,1,2171
tlnmGS3wMUs,1,10426
fGQh2vJnImE,2,2909
_tJ5GAQeNVs,5,15074
jfC7zapHw2c,14,33081
c5kjQWDo5YM,0,2374
onpAbdhr9U0,0,4205
396fOZsCZRs,0,3424
xd6B1Za3Dz0,45,234340
ADUylbV3gBQ,8,14593
77ePcK9W-IA,10,21265
k7hnx5tU3Dg,24,5410
4DmlRoBXhc8,0,10674
SWr6-1AWmW0,0,1999
mVf7TWau3Ls,0,7591
WSqlVof7lhU,1,1210
dZowdJpy8VA,12,11720
ZoeOCYVcc3E,6,2509
C5Rheldx3k8,3,10383
d7TEov475BM,0,1248
isXOpKhMjvg,2,1778
SPoCn3R11Nc,14,107721
upIXT-EUMVk,0,4079
G3hpMdpwIy8,30,108518
CCTmuiO-4uA,13,6477
BDJsoPJi1YM,0,1107
yqBex2jogAI,3,3245
gOegq_fROPQ,4,2624
0PUF7WQ5j58,15,3500
gsOwbWov8hU,2,1414
_zLwUps05pY,1,3665
l8AXTleZfgY,0,1340
xo-n3j5cUoU,3,2733
rXSCmtRNDyE,3,1555
dv2BcSP7HLs,6,8071
Qs23i8Jrt0I,5,20486
LcUnnfXdMUM,1,3039
OIGETjcmYS4,2,7221
PtRL0lIlXBg,0,1214
DXIi4SI2Zxo,0,2542
AHbBAc2ArBk,1,2214
rPyDFyu-HBI,23,22443
g4vWwFQwf2Y,0,13130
3P_hsaiNyOk,5,4082
HDmy3Ekf_vg,6,95910
26eE8kTRjYE,1,1895
Gb2FRpJDibs,1,2279
6U-G9ZF_0-c,0,1295
LlydzPOCPGk,0,1013
uau5UN9f1hM,5,2602
8nTpO5r-EpI,2,1671
KXek6ptPtu0,1,1161
7LYP-_WB12o,0,1704
spu6smPiJBA,0,3032
a_79J1sjtH4,1,1163
r8n-pLKJJA0,0,2555
fPTq97YWwfM,3,1991
FfcGgFWT4Rc,7,9139
RR70QdN5F7c,2,1495
Ey6nlY0OfL4,0,1727
qiUGDHdhSfs,0,1576
Hs4A1AzuKA8,0,2798
6LK-UM9ZCnw,1,2209
QMwgUHUtHgg,0,3911
cm9jC9xhV-E,5,49477
MyH5PhN9mgg,11,85619
94UATKTuCFc,1,1479
jI4O2-mUssk,10,7924
IngjBZLyFiA,0,4915
U-7EQL6Yqt4,0,1250
9G5EPK4P7Ws,8,9573
oBb-HMokJbg,3,23319
Awnipv6ZAJw,9,9737
MPxhFV56q40,0,4122
XPaV2MxVKOU,0,1319
ftYiUTs0g9E,48,169272
Pm-VQwPX5dE,0,3535
Up0Dw20RfFs,2,2139
gRy-i0PxeLg,0,1270
digkDpj-ONk,9,57277
8Z5UltCo27Y,4,2154
1fodpzi0RuM,2,8883
szXLoE7O7R8,0,1663
JudH491REm4,2,2553
88kaaR1R71w,2,6449
svqg_06xUNk,83,94865
0fB2lc9giqA,8,1729
UWCffsjf-qs,0,1623
q9y3kbTxE1Q,2,5037
7qTGhzuCnN0,7,5342
YJVSBjBl5eU,3,3561
QnTexdbLdXM,0,1983
B2TujmOXVko,0,2928
dakTGkx5dhI,1,6181
p-8J9L4tLoU,1,1507
ZWB8fBYaBQc,20,9561
YgS2kJp2kd8,2,1578
pA86UW8Y-0M,88,143900
KkCqUUplDOY,13,67081
LG3xigRusws,0,1390
Li34TzH3u-4,4,16847
nrPmJ5xmq9A,5,2557
V7mckY_o8F4,1,2107
7SnV8u_lq-4,1,4566
YjsjHWqKBWA,1,5765
NMlfmzJS6To,1,37723
waPpbdy1tXs,2,2309
CzOz2j9T9rw,2,2551
VOU02DfTme8,6,2527
1bS6mb2FgEM,0,5058
8xxHjpplXSY,12,23777
D3Vhw97K4sc,0,5157
pbq1lpzhKtc,6,5329
catDmmtbExg,0,2691
FhkAolcpgmg,16,129157
V9vcwY-FbTw,1,2309
znBzpRsOmDQ,0,1780
Uew6IBUFJ6U,12,79446
vIS-TqWxe7s,0,11489
x7MOLNnOBxM,12,25294
8e2So-N5hvI,35,12596
AXyiHX7J-N4,1,12931
fl3n86OUKnA,8,30350
x71damEuRt4,0,1634
l5EIhFiaDPE,0,2096
GV2-4JH0H2s,15,20392
bm77eRRLkDE,7,36446
HJYMsvjKCy0,0,1681
iEG1ueqT_CY,1,3887
lb6JALWiBBg,19,146328
g-Fm4xrNcUs,15,225303
D4FIeNVVCV8,15,2644
7pwQzk9uktg,24,472489
Guui5pPmUeE,4,2380
nlo2I8Csrk4,244,206564
Sz8ZJ5xuX5A,2,3457
sjezCQYwpQs,1,9773
tKMtLLErZFM,1,1146
db_wRdJ9ncg,12,9984
Ik94hqoDcmU,16,31548
529-3N0SDPM,5,1396
YCX_pbcIu1U,1,1769
1WvIKTLpIuE,12,3361
ZFjs0MsUms4,1,28598
I5s7JDdYEaI,10,17301
yS1cbKYH0mY,2,4678
GIRwlSY8cBs,24,48132
g7himQy9G50,0,2098
w5qielogvio,0,5400
REreiMfTJGU,3,11886
6WuNbfTcQgA,0,1164
dBgxpYLcWkE,0,1610
aKa6sxBzF3g,0,3190
2bIyNeeEXkY,0,2377
774QO2Wkrsc,0,1478
Fa2cvvrDHjk,0,11129
TSng5LBt-GI,3,2980
U1YF20dv9gQ,1,2185
8PIBcj1Pq2k,12,46792
K9ncWgjJe7I,5,3166
EV_tGrA4zYY,1,6537
DWXjneVdpCI,0,3327
ID5GKyWVpKw,22,135978
_391as5cLxY,0,2870
wCpMQzXmAyk,96,229430
NRwGzCRxRPo,0,1448
TPOg0wDbB4U,0,1959
HzoYx8UVMv8,17,9788
z_H5MIf-4f4,1,6274
RMINTfGREb8,10,5323
2YuQtaKMMnY,1,1518
_U9Jvmm_x4M,23,74315
zqcEra0ABjQ,0,3855
Q-5P7u5SGEI,7,2138
dmrjrCgswO8,1,2790
9ndaqocvRyU,1,1754
aTCyyqS9-X0,3,8751
cOwrVFecZKs,1,3569
uMGuiv2SYeg,4,11399
GHj6SptVddw,0,3113
sxTzzWAmy5I,0,7888
WULdt6cLelE,32,47440
sv-z1yhVdGI,0,1129
iWwmoGSwajc,2,5027
VFeYjG5LQtE,2,2067
zPErodpOL5M,2,13436
QDdwbcdKdJ8,3,10041
WQbSvFmaKUI,1,3203
h0iW9V50BF8,7,1902
JIMtTvDrGBg,3,3365
5_8G6Q89MO0,0,1072
yNPJhuJuC7o,1,5008
I_ze5jjlENs,4,5680
3pW2_ccFzCc,0,4275
1NkfJWwP7oA,185,634299
wTvIfYsExYw,49,53539
x8so6w2jKDk,2,2431
sWw0eZxarao,2,3839
Xhu8SHuFAvk,2,2665
D-oKNC1IQ14,1,4240
MDLf8ZoQiRM,0,4822
UVO-Ev-KF0U,33,2351
jofy75Vu4pg,0,3571
QC2Pvn8reus,6,910355
zwNB5utklzQ,0,7127
gHoRW-Hr4Tc,1,2952
819LJLWf8oU,2,2911
MAznpPJIWgw,4,2537
LyopYBwVo-s,11,6636
kKDT-eSHa5k,0,1386
QIc30n707qM,10,27103
x8CEzAO_ZXE,1,21543
P2RiOFR8LH4,3,83404
zuH73eDBoIo,21,8748
y1AT64suFoU,1,2928
zXm3cgU17Fk,0,1438
9FsNA-F2R2M,0,3031
_ogawUkdAE8,5,12690
BZqeQiTH_pI,1,3343
SW3NVLWEQKw,0,2194
QtOoS1DZpAk,1,4709
CR5fGF4TYHs,0,2716
Ry2a2t5mlwQ,0,3426
RxClhmNFYzk,4,7743
SJTfvv0jXvw,1,1407
9UjI83sTJdA,22,22266
cE3nqvt3FaY,0,2819
mE92AoI5YCc,2,2768
aRJpySly3DM,0,1542
POKOAQbfvnc,0,1923
CkNN7JH0Oyc,0,1276
r_FAJ_fSLHI,0,1349
FIkApz2yhD0,1,2193
NBebXzMleno,1,11674
q4c1NsYyr1Q,0,1622
UfjCfTtKl4I,0,6361
ybP4oX_E2Cg,0,2458
avoGUTJ8oBI,26,34924
VRVq1FV7tb0,0,6416
UMJIbtu7jY4,1,1826
qA5F_HI8u64,16,3319
3Tq0sPY3_hE,0,4519
P6v2wd7a_jc,10,28507
qBZfC7HJxYY,2,1811
lsGUpVkXXuE,1,4684
V9qyWfxx4MY,5,17828
weY_Rq4w7Kk,1,38399
rCLqybjExOY,2,6834
KFZqxSR7Q6U,1,63784
OCCA1w3Qb1Y,2,1740
Sk8VUlWzCG8,2,1800
arGfRc92-sk,0,2686
tkHv6Joss_w,2,2100
N_Wlpy9eBC0,1,1511
iAvSwaBRREA,33,129110
yM4kB_rUw9Y,1,10511
7IEYoVx4nQs,4,18392
Kt3xHn65Qms,0,4642
